"model","sampleSize","target","index","input","ciRange","original","bias","std..error","min..c.i.","max..c.i."
"ANN",50000,"MaturityDAS","TotalEffects","Population",0.000211956132916829,0.00538676288475326,-2.19615259891646e-06,5.16840742578479e-05,0.00528903585184346,0.00550099198476029
"ANN",50000,"MaturityDAS","TotalEffects","FracPAWC",0.0175425006824099,0.914520142084516,-0.000372393370678847,0.00455632857731573,0.905435023298863,0.922977523981273
"ANN",1e+05,"MaturityDAS","FirstOrder","ShootLag",0.01240144994052,0.0346669868685701,-3.32172376751039e-05,0.00339994748041191,0.0285054367195464,0.0409068866600664
"ANN",1e+05,"MaturityDAS","FirstOrder","VegTarget",0.0128069478886978,0.0216508700173419,-3.11558569331544e-05,0.00336168636729587,0.0154678599708765,0.0282748078595743
"ANN",1e+05,"MaturityDAS","FirstOrder","LateVegTarget",0.0137512897331156,0.00908910188369195,2.3070528340734e-05,0.00335418112792285,0.00235948663853662,0.0161107763716522
"ANN",1e+05,"MaturityDAS","FirstOrder","FloweringTarget",0.0142808978559981,0.00573210821130908,4.07918020052392e-05,0.00342849846827796,-0.00128583626732822,0.0129950615886699
"ANN",1e+05,"MaturityDAS","FirstOrder","Population",0.0140014366765057,0.000165664220993549,-7.31824645613925e-05,0.00341384849776739,-0.00639305553493211,0.00760838114157358
"ANN",1e+05,"MaturityDAS","FirstOrder","FracPAWC",0.00171239679021962,0.912379830657853,-3.37716782133901e-05,0.000456358748192823,0.911581410259165,0.913293807049384
"ANN",1e+05,"MaturityDAS","TotalEffects","ShootLag",0.000843224106184044,0.0370145490449776,3.37170570560638e-05,0.000197637365667791,0.0364835011526069,0.037326725258791
"ANN",1e+05,"MaturityDAS","TotalEffects","VegTarget",0.000676940853447973,0.0277131138234992,-1.0159050427283e-06,0.000160172560644664,0.0273608997088987,0.0280378405623467
"ANN",1e+05,"MaturityDAS","TotalEffects","LateVegTarget",0.00042490200205871,0.0138615767477899,-1.05495765045944e-05,9.58114588035474e-05,0.0136385482261075,0.0140634502281662
"ANN",1e+05,"MaturityDAS","TotalEffects","FloweringTarget",0.000146819178807198,0.00690366860938452,3.31857369406316e-06,3.48060460906586e-05,0.00681558562230887,0.00696240480111607
"ANN",1e+05,"MaturityDAS","TotalEffects","Population",0.000135360731705691,0.00537472778565451,4.05536000349337e-07,3.22330151555388e-05,0.00531603202866692,0.00545139276037261
"ANN",1e+05,"MaturityDAS","TotalEffects","FracPAWC",0.013732685085218,0.92165732116681,-4.97187020525036e-05,0.00342280298116273,0.914529083609839,0.928261768695057
