"model","sampleSize","target","index","input","ciRange","original","bias","std..error","min..c.i.","max..c.i."
"RF",50000,"GrainWt","FirstOrder","LateVegTarget",0.0183393945831715,0.00140387911088433,3.03782876850858e-05,0.00479586493737834,-0.00807576686843528,0.0102636277147362
"RF",50000,"GrainWt","FirstOrder","FloweringTarget",0.0182238736400257,-0.00612002964106288,5.25324909139615e-05,0.00473650109106589,-0.0157015479609719,0.00252232567905386
"RF",50000,"GrainWt","FirstOrder","Population",0.0187233981623454,0.0656198427238836,0.000242627391676409,0.00470414188142589,0.0559424042940121,0.0746658024563575
"RF",50000,"GrainWt","FirstOrder","FracPAWC",0.00256382187419113,0.906466007633617,-2.97628320955479e-05,0.000650834278088683,0.905355443143966,0.907919265018157
"RF",50000,"GrainWt","TotalEffects","ShootLag",0.000309138171966761,0.00961707790027566,-8.83226795861738e-07,7.49185670295693e-05,0.0094377492423757,0.00974688741434246
"RF",50000,"GrainWt","TotalEffects","VegTarget",0.000105355126841242,0.0031589617292197,3.96879212605662e-06,2.54022034383846e-05,0.00310524227330137,0.00321059740014261
"RF",50000,"GrainWt","TotalEffects","LateVegTarget",0.000232676637600088,0.00748504964501828,1.45026866359838e-06,5.48467290384424e-05,0.00735552914181881,0.0075882057794189
"RF",50000,"GrainWt","TotalEffects","FloweringTarget",7.27428835962861e-06,0.000172686917851883,2.6547394547439e-07,1.68056180353218e-06,0.000168815635243682,0.000176089923603311
"RF",50000,"GrainWt","TotalEffects","Population",0.00178913032346986,0.0724873251665978,3.78408687075615e-05,0.000458247389542809,0.071592833333068,0.0733819636565378
"RF",50000,"GrainWt","TotalEffects","FracPAWC",0.0197101792420707,0.917404748522024,-0.000160565379500266,0.00463946578227733,0.90809235387432,0.927802533116391
"RF",1e+05,"GrainWt","FirstOrder","ShootLag",0.0108816062834023,0.00434067421762661,-0.000318848949020593,0.00299004941052986,-0.000775791139371472,0.0101058151440308
"RF",1e+05,"GrainWt","FirstOrder","VegTarget",0.0111327405043979,-0.00278895731207161,-0.000189092650822522,0.00294653777562064,-0.00813679178608247,0.00299594871831547
"RF",1e+05,"GrainWt","FirstOrder","LateVegTarget",0.0115746439702672,0.00156385235940474,-0.000257680293208735,0.00297505514616256,-0.00397525577849829,0.00759938819176889
"RF",1e+05,"GrainWt","FirstOrder","FloweringTarget",0.0111781782626381,-0.00546497042120699,-0.000223514453450023,0.00296740929646315,-0.0109558208006942,0.000222357461943939
"RF",1e+05,"GrainWt","FirstOrder","Population",0.0108727263842051,0.0633710593613063,-0.000101882015403329,0.00290250576380294,0.057562574734571,0.0684353011187761
"RF",1e+05,"GrainWt","FirstOrder","FracPAWC",0.00170701150943042,0.907367347485196,-1.11096857002835e-05,0.000434010869827676,0.906396083115398,0.908103094624828
"RF",1e+05,"GrainWt","TotalEffects","ShootLag",0.0002093464602909,0.00969034482159192,2.17288373381003e-06,5.004827539316e-05,0.00957472933487309,0.00978407579516399
"RF",1e+05,"GrainWt","TotalEffects","VegTarget",6.69473534907023e-05,0.00323253078937602,2.1448329321507e-06,1.66020975450324e-05,0.00319524312849681,0.00326219048198751
"RF",1e+05,"GrainWt","TotalEffects","LateVegTarget",0.000187188839165933,0.00757913082913475,-4.285219069553e-06,4.47698828948609e-05,0.00748999652256476,0.00767718536173069
"RF",1e+05,"GrainWt","TotalEffects","FloweringTarget",4.93897640374894e-06,0.000175528837583649,1.76112764646016e-07,1.15386467367683e-06,0.000172856654461721,0.00017779563086547
"RF",1e+05,"GrainWt","TotalEffects","Population",0.00123075957685073,0.0726748864605118,-5.73028655584396e-06,0.000330841667656194,0.0720682943953966,0.0732990539722473
"RF",1e+05,"GrainWt","TotalEffects","FracPAWC",0.0126991779932627,0.915852158861388,2.24860716528941e-05,0.00303473889380727,0.910363863970104,0.923063041963367
